infotext,activity,children,culture,food,nature,night,season
"천연기념물인 제주마를 위한 홍보 및 전시를 축제형식으로 진행한다.  옛 목축문화 및 제주마를 관광객과 도민에게 알리는 것이 목적이며 제주마방목지를 개방하여 다양한 프로그램 및 전시를 진행할 예정이다.  1. 전시 프로그램<br>
- 목축문화 전시관<br>
- 공모전 작품 전시<br>
- 유관기관 홍보 부스<br>
- 천연기념물 홍보관<br><br>
2. 체험 프로그램<br>
- 마패/말가면/말팽이 만들기<br>
- 잣성트래킹<br>
- 몽생이 말아톤<br>
- 촐밭피크닉<br>
- 몽생네컷<br>
- VR 승마체험<br>
- 말교감프로그램 ",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"지역상권 활성화를 위해 먹거리‧야간 이벤트를 개최하여 골목상권의 자생력 강화와 매출 증가를 도모하고 상권 활성화에 기여하고자 한다. 다양한 먹거리부스와 수제맥주, 막걸리, 추억의 즐길거리, 포토존, 프리마켓 등 다양한 볼거리가 가득하며, 초대가수 구창모 공연 등 무대공연과 버스킹 무대도 마련되어 있다.  1. 메인프로그램 : 초대가수 구창모 등 무대공연<br>
2. 부대프로그램 : 버스킹 공연, 먹거리, 추억의 골목 등",0.0,0.0,0.0,1.0,0.0,1.0,0.0
"정월대보름은 우리 전통문화에서 한 해의 건강과 풍요를 기원하는 특별한 날로, 함께 나눌수록 그 의미가 더 깊어진다.
이번 축제는 춘천의 아름다운 자연을 배경으로 전통과 현대가 조화를 이루는 다채로운 프로그램들로 꾸며질 예정이다.
보름달 아래에서 소중한 사람들과 함께 우리 고유의 문화를 직접 체험하고, 모두가 하나 되는 따뜻한 추억을 만들 수 있는 축제이다.  1. 체험행사 : 소원지 쓰기, 가훈 써주기, 부럼깨기, 신년운세 보기<br>
2. 공연 :  마을농악 다리굿 연합공연, 강강술래<br>
3. 주행사 : 시민소망기원영상, 덕담, 달집점화,  불꽃놀이 ",0.0,0.0,1.0,0.0,0.0,1.0,0.0
"충남 서천군 장항읍 송림자연휴양림에서 개최되는 ‘장항 맥문동 꽃축제’는 여름철 대표적인 감성 자연축제이다. 축제가 열리는 송림 숲길에는 보랏빛 맥문동이 약 3km에 걸쳐 군락을 이루고 있어, 마치 보랏빛 융단을 펼쳐놓은 듯한 장관을 연출한다. 고즈넉한 해송과 어우러진 맥문동 꽃길은 방문객에게 깊은 힐링과 여유를 선사하는 공간이다. 축제 기간 동안에는 감성 포토존, 플리마켓, 체험 프로그램, 문화공연 등 다양한 콘텐츠가 운영되어 남녀노소 누구나 즐길 수 있는 축제로 자리매김하고 있다. 산업유산과 생태자원이 공존하는 장항의 매력을 오롯이 느낄 수 있는 축제이다. 맥문동을 듣다 - 보랏빛파티(7080 페스티벌, 트롯페스타, 재즈페스타)<br>
맥문동을 보다 - 드레스코드 '퍼플데이', 맥문동 우산아트<br>
맥문동을 만지다 - 맥문동 노리터, 맥문동화 꼬마 물놀이터<br>
맥문동을 맡다 - 맥문동 향&수(맥문동 조향실)<br>
맥문동을 먹다 - 맥문동 향&수(맥문동 티마카세), 맥문동화 푸드트럭<br>
기타 - 맥문동 꽃 별빛극장, 사진 공모전&전시회, 시니어패션쇼",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"청평의 설빙 송어 빙어 축제는 저렴한 가격과 놀이시설로 사람들이 부담없이 찾아 즐길 수 있는 송어 빙어 낚시 축제이다. 청평은 에코피아 를 실천하는 북한강 자락의 청정지역으로 서울 춘천간 전철과 춘천 고속도로로 인해 30분대에 올 수 있으며 어느 곳 보다 가깝다. 또한 아름 다운 산과 호수 그리고 북한강으로 인하여 아름다움이 듬뿍있다.  메인프로그램<br>
- 송어낚시, 빙어낚시, 송어맨손잡이, 빙어뜰채, 얼음 썰매<br><br>

*요금<br>송어낚시 20,000원(6세 이하 무료)<br>빙어낚시 20,000원(6세 이하 무료)<br>송어맨손잡이 30,000원(2마리)<br>빙어뜰채 10,000원<br>얼음썰매 10,000원",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"담양 대나무축제는 푸른 대나무숲이 반기는 봄, 자연과 조화로운 삶을 느낄 수 있는 특별한 축제다. 싱그러운 대나무의 숨결 속에서 다양한 문화 공연, 전통 체험, 자연 친화적인 프로그램을 즐길 수 있다. 축제장을 가득 채운 바람 소리와 함께 걷다 보면, 대나무의 생명력과 그 속에 깃든 담양의 역사와 문화를 만날 수 있다. 가족, 연인, 친구들과 함께 대나무의 멋과 여유를 느끼며 지속 가능한 자연의 가치를 되새기는 시간. DaeNaMoo 숨결이 머무는 이곳에서 미래를 향한 바람을 함께 맞이한다. 1. 메인프로그램<br>- 축하공연(이찬원, 김경호, 황가람, 황윤성 등)<br>- 죽신제, 죽순요리 경연대회 및 품평회<br>- 전국드론스포츠 경연대회<br>- 푸디버디 팝업스토어<br><br>
2. 부대프로그램<br>- 어린이날 특별이벤트(대나무 드론 조립 및 체험)<br>- 전국 청소년 그림그리기 대회<br>- 담빛 청소년 댄스페스티벌 및 베베핀 콘서트<br>- 담양농특산물 판매<br><br>3. 소비자 참여 프로그램<br> - 인생네컷 사진찍기, 팬더탈 게임 및 거리이벤트<br>- 대나무 가훈써주기, 담빛버스킹데이<br>- 대나무공예 명인과 함께하는 대나무공예 체험",0.0,1.0,1.0,0.0,0.0,0.0,0.0
"보은 회인 문화유산 야행은 충청북도 보은군 회인면에서 2025년 9월 12일부터 14일까지 3일간 진행되는 전통문화 축제이다. 이번 축제는 '피반령 도깨비와 함께하는 인산인해 회인 야행'이라는 슬로건을 내세우며, 회인 지역 전체가 조선시대 분위기로 꾸며진다.

8夜(야) 테마를 중심으로 약 20여 개의 다채로운 프로그램이 마련되어 있다. 주요 볼거리로는 개성 넘치는 6명의 도깨비 캐릭터가 등장하는 유쾌한 난장 퍼포먼스가 있다. 이를 통해 방문객들은 실제 도깨비 마을에 들어선 듯한 비일상적 경험을 하게 된다.

온 가족이 함께 즐길 수 있는 전통놀이, 야간 탐방, 문화재 해설, 먹거리 장터 등 다양한 체험과 이벤트도 준비되어 있다. 축제 기간 동안 회인면 전체가 조선시대 마을로 재현되어, 문화와 역사를 아우르는 특별한 야간 체험이 가능하다.

피반령 도깨비 전설을 지역의 문화유산과 접목한 이번 야행은 회인의 정체성과 역사적 가치를 널리 알리는 데 의미가 있다. 여러 야간 콘텐츠를 통해 방문객에게 새로운 문화유산 향유의 기회를 제공한다.  1. 메인 프로그램 : 망궐례 재현, 강강술래, 달빛 스탬프 투어, 회인 도깨비 난장 퍼포먼스, 사직제, 전통의상 코스프레, 조선시대 생활 체험<br>

2. 부대 프로그램 : 회인 사또전, 피반령 도깨비 사생대회, 별빛 캠핑, 달빛서당, 도깨비 숨바꼭질, 조선을 수놓다/물들이다, 조선 도깨비 마당극, 도깨비 분장실<br>

3. 소비자 참여 프로그램 : 달빛 스탬프 투어, 피반령 도깨비 사생대회, 도깨비 숨바꼭질, 별빛 캠핑, 조선 도깨비 마당극, 전통의상 코스프레<br>

4. 기타 내용 : 조선주막, 조선찻집, 푸드트럭, 조선 야시장",0.0,0.0,1.0,0.0,0.0,1.0,0.0
"한우와 사과를 중심 테마로 2007년 제1회 축제를 시작으로 2025년 제19회에 이르는 등 그 역사가 깊은 유서깊은 대한민국 최초의 레드컬러축제이다 특히 2024년부터는 기존 한우와 사과의 농특산 단품에서 벗어나 장수 레드푸드(한우, 사과, 오미자, 토마토)로 그 품목을 확장했으며, 사과맥주, 사과소주, 사과빵, 오미자주 등 가공품의 영역으로 축제의 범위를 확장시켰으며 대한민국 최초의 레드컬러 축제에서 대한민국 최초의 레드푸드 축제로 그 영역을 넓혀 대한민국 대효 문화관광축제로 그 위상을 높이고 있다. 1. 메인프로그램 : 전국최대규모의 장수 한우마당 / 사과마당 / 레드푸드 존 / 흑백요리사와 함께하는 장수레드푸드 요리만들기 체험 / 장수레드푸드 사찰음식만들기체험 / 아빠와함께토마토스파게티 만들기 체험<br>2. 부대프로그램 : 전국한우곤포나르기체험 / 전국장수한우파워팔씨름대회<br>3. 소비자 참여 프로그램 : 장수사과팔찌만들기체험 / 장수사과키링만들기체험/ 사과골프/ 사과낚시 / 사과떡메치기<br>4. 기타 내용 : 포니승마체험 및 말 먹이주기 체험 등
",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"1997년 시작으로 천년 전주 한지의 우수성을 널리 알리기 위한 축제이다. 전국한지공예대전을 통해 전국의 우수 공예인을 발굴하고, 한지가 가지는 다양한 쓰임을 산업적, 문화적으로 재해석하여 한지 분야의 새로운 비전을 제시하고 교류하는 축제이다.	 1. 개막식<br>
- 전주국제한지산업대전 시민 참여 퍼포먼스<br>
- 국제한지패션쇼<br><br>

2. 메인 프로그램<br>
- 한지마당 : 전주한지운동회, 한지문화존(체험, 판매) 등<br>
- 전시 : 한지 비즈니스모델, 한지 특별전, 제31회 전국한지공예대전 수상작 전시 등<br><br>

3. 부대 프로그램<br>
- 공모 : 제31회 전국한지공예대전(9월 종료), 제5회 전국 어린이 한지 미술대회(8월 종료)<br>
- 전주한지 기록문화 행사 : 포쇄 및 전주사고 알림<br><br>

4. 특별 프로그램<br>
- 국외 한지 특별행사 등",0.0,1.0,1.0,0.0,0.0,0.0,0.0
"국립중앙도서관을 중심으로 한 반포대로 일대에 책문화축제가 화려하게 펼쳐진다. 북토크, 북마켓, 서리풀 독서골든벨, 여행하는 서재 등 풍성한 프로그램으로 가득찬다. 차로 가득한 반포대로 도심 속, 힐링과 휴식의 공간 ‘서초책있는거리’에서 온 가족이 행복한 하루를 책으로 보낼 수 있다. 1. 책놀이터<br> - 책놀이<br>- 에어바운스<br>- 북캉스 체험부스<br>- 북레시피 노트 만들기<br>- 가족공연<br><br>2. 서리풀독서골든벨<br>- 초등학생 1-2학년이 참여하는 독서골든벨<br><br>3. 구민함께 프로그램<br>- 서초가족 한평책방<br>- 서초가족 시작詩作<br>- 서리풀북마켓<br><br>4. 서초협력프로그램<br>- 블링블링 나만의 탑꾸<br>- 내가 만든 얼굴탈<br>- 기부하고 룰렛돌리기<br>- 아트살롱<br><br>5. 여행하는 서재<br>- 릴레이 북토크<br>- 무지개물고기 팝업<br>- 그림책 체험부스<br><br>6. 책 네트워크<br> - 서초구 지역서점 9개소<br>- 서초구 독립서점 3개소<br>- 독립서점 쿨디가<br>- 최인아 책방<br>- 교보문고",0.0,1.0,1.0,0.0,0.0,0.0,0.0
"<서초뮤직앤아트페스티벌(SMAF)>은 청년의 감각과 열정으로 도심 한복판을 문화예술의 광장으로 바꾸는 서초구 대표 여름 축제이다. 2023년 첫선을 보인 이후 빠르게 성장해 올해로 3회를 맞이했으며, 서울고속버스터미널 일대와 고터·세빛 관광특구를 배경으로 펼쳐진다. 올해는 ‘예술을 사랑하는 사람들을 위한 음악 터미널’을 주제로, 음악과 예술, 일상이 자연스럽게 어우러지는 다채로운 프로그램을 선보이며, 관객들에게 일상 속 특별한 예술 경험을 제공한다. 특히, 청년들이 직접 기획하고 운영하는 SMAF는 단순한 축제를 넘어 청년들이 꿈과 역량을 펼치고, 예술을 통해 관객과 소통하며 함께 성장하는 기회의 장이 되고 있다. 고터·세빛 관광특구를 대표하는 문화 브랜드로 자리매김한 SMAF는, 앞으로도 도심 속에서 예술로 휴식과 영감을 선사하는 특별한 여정을 이어갈 예정이다. 1. 공연 프로그램<br>[DAY 1] 청춘의 낭만이 느껴지는 <요즘뮤직> 콘서트, 브라스밴드 오프닝 퍼포먼스와 청년아티스트 콘서트<br>[DAY 2] 청년에게 희망을 던지는 <요즘아트> 콘서트(청년예술인들의 다양한 프로젝트 공연 및 미술·음악 토크쇼), 시민과 함께하는 합창 플래시몹<br><br>2. 체험/부대프로그램<br>청년들이 기획한 다양한 공연 및 체험 프로그램, AR(증강현실)을 활용한 위치기반 시민참여 이벤트 '초초를 찾아라' 및 쉼터 등",1.0,0.0,1.0,0.0,0.0,0.0,0.0
"본 행사는 방배카페골목 상권의 브랜드 가치를 널리 알리고, 상인과 주민, 주변 직장인 모두가 참여하는 다채로운 콘텐츠를 통해 골목 상권의 활력을 도모하고자 한다. 또한 상인 중심의 추진위원회 운영과 특화 콘텐츠 개발을 통해 지속가능한 골목 브랜드를 구축하며 지역과 상권이 함께 성장할 수 있는 기반을 마련하고자 한다. 특히 '골목이 카페다!'라는 슬로건은 과거 젊은이들의 문화 아지트이자 모임의 명소였던 그 시절의 카페를 현대적으로 재해석하여 골목 자체를 하나의 '카페'로 만들자는 의미를 담고 있다. '카페골목'의 정체성을 되살려 지역 상권의 활력을 높이고, 세대와 세대를 잇는 소통과 교류의 장으로 발전시키고자 하는 의지를 표현했다.	 1. 주요 프로그램 : 메인 스테이지, 라이브 카페, 골목 야장<br>
2. 부대 프로그램 : 횡단보도 포토존, 카페 스테이지, 방배카페 아트살롱(마켓)<br>
3. 소비자 참여 이벤트: 상권 쿠폰 프로모션",0.0,0.0,1.0,1.0,0.0,0.0,0.0
"커피 도시로 거듭날 부산의 축제이다. 글로벌 커피산업의 문화 중심지, 글로벌 영도커피 페스티벌에서 다양한 커피문화 컨텐츠와 메인 무대에서 이뤄지는 가수들의 공연을 경험할 수 있다.	 1. 메인프로그램 : GPCC in Y.D , OX 퀴즈쇼, 커피콘서트<br>
2. 다양한 유/무료 체험프로그램<br>
3. 서브무대에서 이뤄지는 버스킹 무대<br>
4. 야외에서 감상하는 영화 상영 ""커피 무비나잇""",0.0,0.0,1.0,1.0,0.0,0.0,0.0
"부산중구반려동물축제는 부산광역시 중구에서 개최되는 반려동물 문화 행사다. 반려동물과 보호자가 함께 참여할 수 있는 산책 프로그램, 건강 상담, 행동 교육 등의 프로그램이 운영되는 축제이다.반려동물의 책임 있는 양육 문화를 확산하고 지역 반려동물 산업을 활성화하기 위한 목적의 행사이다. 또한 부산 중구 내 지역 주민과 중구를 방문한 관광객이 함께 참여하는 열린 축제이다. 1. 메인프로그램: 김명철수의사 토크프로그램, 이수영 축하공연<br>2. 부대프로그램: 산책교육, 체험프로그램 (터그만들기, 유기동물입양전시, 탈취제 만들기, 수의사 상담, 캐리커쳐 그리기 등)",1.0,0.0,0.0,0.0,1.0,0.0,0.0
"원주문화재단이 주최, 주관하는 2025 원주에브리씽 페스티벌은 6.7.(토)~6.8.(일) 이틀간 연세대학교 미래캠퍼스에서 진행될 예정이다. 올해로 3회째를 맞는 WESF 2025는 연세대학교 미래캠퍼스 노천극장 일대에서 펼쳐진다. 노천극장 메인 무대를 중심으로 잔디광장에 서브 무대를 설치하는 2스테이지 체제로 운영,  다양한 장르의 공연과 관객 참여프로그램을 동시에 수용할 수 있는 입체적인 축제 동선을 선보일 계획이다. 주요 아티스트로는 정승환, 황가람, 라포엠, 소란, 폴킴, 너드커넥션, 부활, 딕펑스, 최유리가 참여하며, 지역 밴드 18팀, 쇼콰이어 합창단 9팀의 경연이 펼쳐질 예정이다. 이외에도 시민들이 라포엠과 함께 노래 부르고 즐기는 시민대합창, 황가람 X 쇼콰이어 경연 참가 9팀의 대합창을 볼 수 있다.  1. 메인프로그램 : 쇼콰이어경연, 로컬밴드 공연, 아티스트 공연<br>2. 부대프로그램 : 포토부스, 페이스페인팅, 리듬펀치게임, 푸드트럭",1.0,0.0,1.0,0.0,0.0,0.0,0.0
